City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Novyye Burasy,RU,52.1324,46.0714,27.75,98,89,5.37,overcast clouds
459,Labelle,US,26.7617,-81.4384,72.99,89,4,5.55,clear sky
460,Palembang,ID,-2.9167,104.7458,86.09,70,40,3.44,scattered clouds
461,Mount Isa,AU,-20.7333,139.5,101.97,30,40,17.27,scattered clouds
462,Mantua,IT,45.1667,10.7833,38.82,94,1,5.01,clear sky
463,Port Macquarie,AU,-31.4333,152.9167,85.96,65,52,17.81,broken clouds
464,Alagir,RU,43.0422,44.2222,30.76,96,100,4.05,light snow
465,Santa Maria,BR,-29.6842,-53.8069,62.85,90,0,8.99,clear sky
466,Lokosovo,RU,61.1333,74.8167,-22.45,97,59,6.93,broken clouds
467,Halifax,CA,44.6453,-63.5724,31.08,60,100,2.3,light snow
468,San Carlos,VE,9.6612,-68.5827,71.74,87,29,3.87,scattered clouds
469,Mana,GF,5.6592,-53.7767,76.59,90,27,6.17,scattered clouds
470,Menongue,AO,-14.6585,17.691,61.75,93,100,2.98,overcast clouds
471,Antalaha,MG,-14.9003,50.2788,82.27,71,29,4.83,scattered clouds
472,Bambanglipuro,ID,-7.95,110.2833,81.61,72,100,7.36,overcast clouds
473,Kuito,AO,-12.3833,16.9333,59.07,97,100,2.55,light rain
474,Bud,US,39.447,-86.1758,35.17,88,100,5.84,overcast clouds
475,Alenquer,BR,-1.9417,-54.7383,77.34,88,100,2.39,overcast clouds
476,Sayyan,YE,15.1718,44.3244,56.64,33,90,1.32,overcast clouds
477,Los Algarrobos,PA,8.5,-82.4333,80.46,85,73,3.47,broken clouds
478,Sete,FR,43.4018,3.6966,44.89,83,0,7.65,clear sky
479,Nicholasville,US,37.8806,-84.573,39.13,87,90,8.05,overcast clouds
480,Anloga,GH,5.7947,0.8973,73.62,75,35,4.85,scattered clouds
481,Kizukuri,JP,40.8061,140.3861,33.12,76,100,13.31,light snow
482,Charters Towers,AU,-20.1,146.2667,96.85,16,0,6.33,clear sky
483,Muscat,OM,23.6139,58.5922,75.22,59,100,4.38,overcast clouds
484,Nazas,MX,25.2333,-104.1333,60.48,47,23,2.51,few clouds
485,Kalmunai,LK,7.4167,81.8167,81.97,69,98,12.75,overcast clouds
486,Acarau,BR,-2.8856,-40.12,81.01,74,72,14.76,broken clouds
487,Sawtell,AU,-30.3833,153.1,80.62,69,27,28.77,scattered clouds
488,Oranjemund,NA,-28.55,16.4333,62.73,78,1,5.86,clear sky
489,Shitanjing,CN,39.2342,106.3439,33.44,21,31,15.95,scattered clouds
490,Abidjan,CI,5.3094,-4.0197,78.76,100,20,4.61,few clouds
491,Pangnirtung,CA,66.1451,-65.7125,26.85,72,100,14.85,overcast clouds
492,Chipinge,ZW,-20.1883,32.6236,57.67,91,98,1.79,overcast clouds
493,Nador,MA,35.174,-2.9287,59.25,82,75,11.5,broken clouds
494,Berdyaush,RU,55.1619,59.1464,24.26,96,100,2.39,overcast clouds
495,Vila,PT,42.0304,-8.1588,38.32,83,11,4.81,few clouds
496,Guadalupe,MX,25.6833,-100.25,71.15,79,90,10.36,overcast clouds
497,Porteirinha,BR,-15.7433,-43.0283,71.62,90,100,2.26,overcast clouds
498,Abonnema,NG,4.7084,6.7931,74.84,79,65,4.5,broken clouds
499,Rundu,NA,-17.9333,19.7667,68.05,83,100,4.68,overcast clouds
500,Mount Gambier,AU,-37.8333,140.7667,64.31,45,40,25.32,scattered clouds
501,Chara,RU,56.9064,118.2631,-9.26,90,73,1.32,broken clouds
502,Manyana,BW,-23.4,21.7167,62.35,79,76,13.78,broken clouds
503,Rehti,IN,22.7333,77.4333,61.54,24,0,6.85,clear sky
504,Ripky,UA,51.801,31.0838,35.11,97,100,16.67,overcast clouds
505,Djambala,CG,-2.5447,14.7533,70.56,80,92,0.63,overcast clouds
506,Sinjai,ID,-5.1241,120.253,87.58,61,82,6.62,broken clouds
507,Hawkhead,US,42.4695,-86.2073,33.98,79,90,0.0,overcast clouds
508,San Quintin,MX,30.4833,-115.95,56.34,62,0,4.63,clear sky
509,Huron,US,41.1501,-82.5499,35.01,88,100,11.92,overcast clouds
510,Taree,AU,-31.9,152.4667,90.57,66,40,11.5,scattered clouds
511,Tonantins,BR,-2.8731,-67.8022,74.75,98,100,0.74,light rain
512,Skjervoy,NO,70.0311,20.9714,37.56,82,99,9.71,overcast clouds
513,Dicabisagan,PH,17.0818,122.4157,76.84,90,100,15.37,overcast clouds
514,Pangkalanbuun,ID,-2.6833,111.6167,91.49,51,91,3.42,overcast clouds
515,Sur,OM,22.5667,59.5289,72.27,53,90,1.54,overcast clouds
516,Cariamanga,EC,-4.3333,-79.55,54.41,97,100,1.99,light rain
517,Sembe,CG,1.6481,14.5806,74.73,72,100,0.85,overcast clouds
518,Lishui,CN,28.4604,119.9103,57.0,37,0,0.6,clear sky
519,Siderno,IT,38.2779,16.302,51.84,65,2,7.99,clear sky
520,San Andres,CO,12.5847,-81.7006,82.42,78,20,17.27,few clouds
521,Mount Pleasant,US,32.7941,-79.8626,68.0,97,1,5.01,clear sky
522,Kavaratti,IN,10.5669,72.642,82.15,64,12,8.1,few clouds
523,Tromso,NO,69.6496,18.957,35.62,87,75,16.11,light rain
524,Apac,UG,1.9756,32.5386,72.27,73,98,2.26,light rain
525,Chipata,ZM,-13.6333,32.65,67.17,87,97,4.52,overcast clouds
526,Constanta,RO,44.1833,28.65,25.7,81,14,8.46,few clouds
527,Lianran,CN,24.9227,102.485,54.14,50,56,6.71,broken clouds
528,Kasempa,ZM,-13.4584,25.8338,64.49,97,100,3.33,light rain
529,Jiwani,PK,25.05,61.7417,71.94,58,100,4.56,overcast clouds
530,Carauari,BR,-4.8828,-66.8958,73.36,99,99,2.26,overcast clouds
531,Florence,IT,43.7667,11.25,45.1,75,0,2.3,clear sky
532,Tabou,CI,4.423,-7.3528,79.05,83,76,3.87,light rain
533,Ust-Kut,RU,56.7938,105.7672,-6.12,91,100,7.96,overcast clouds
534,Aykhal,RU,66.0,111.5,-44.59,100,100,7.87,overcast clouds
535,San Ignacio,BZ,17.1561,-89.0714,73.54,94,0,0.0,clear sky
536,Stornoway,GB,58.2093,-6.3865,42.93,92,90,1.14,overcast clouds
537,Tutoia,BR,-2.7619,-42.2744,80.92,79,73,13.73,broken clouds
538,Kutum,SD,14.2,24.6667,52.84,38,78,5.95,broken clouds
539,Kijang,KR,35.2442,129.2139,47.93,37,13,12.08,few clouds
540,Tucurui,BR,-3.7661,-49.6725,74.12,97,100,3.11,moderate rain
541,Punta Alta,AR,-38.8759,-62.0736,70.29,76,63,1.5,broken clouds
542,Bin Qirdan,TN,33.1378,11.2197,56.88,64,94,11.43,overcast clouds
543,Puerto Del Rosario,ES,28.5004,-13.8627,56.95,82,0,8.05,clear sky
544,Dali,CN,25.7,100.1833,59.67,36,0,2.51,clear sky
545,Qaqortoq,GL,60.7167,-46.0333,45.1,86,100,11.25,overcast clouds
546,Maniitsoq,GL,65.4167,-52.9,30.94,74,100,13.91,overcast clouds
547,Marsh Harbour,BS,26.5412,-77.0636,77.09,78,100,18.16,overcast clouds
548,Kawalu,ID,-7.3817,108.2082,88.43,58,95,3.89,overcast clouds
549,Forbes,AU,-33.3833,148.0167,73.92,56,100,14.81,moderate rain
550,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,52,0,2.24,clear sky
551,Asau,RO,46.4333,26.4,31.28,88,89,7.11,overcast clouds
552,Amahai,ID,-3.3333,128.9167,85.1,72,93,2.73,overcast clouds
553,Balabac,PH,7.9868,117.0645,83.55,74,100,1.68,overcast clouds
554,Xining,CN,36.6167,101.7667,27.09,32,100,2.53,overcast clouds
555,Pacifica,US,37.6138,-122.4869,46.72,85,20,3.0,few clouds
556,Carbonia,IT,39.1672,8.5222,45.99,89,2,2.93,clear sky
557,Vardo,NO,70.3705,31.1107,29.25,74,100,24.29,light snow
558,Heihe,CN,50.2441,127.4902,-7.02,79,93,3.6,overcast clouds
559,Bandarbeyla,SO,9.4942,50.8122,78.67,70,65,15.86,broken clouds
560,Palu,ID,-0.8917,119.8707,86.79,76,96,3.49,overcast clouds
561,Mnogovershinnyy,RU,53.9353,139.9242,-11.34,85,17,6.31,few clouds
562,Labuhan,ID,-6.8844,112.2051,88.38,63,100,6.26,overcast clouds
563,Bumba,CD,2.1833,22.4667,72.36,88,83,0.85,broken clouds
564,Prieska,ZA,-29.6641,22.7474,64.65,71,100,3.89,overcast clouds
565,Nhulunbuy,AU,-12.2333,136.7667,93.81,49,40,11.5,scattered clouds
566,Gat,IL,31.61,34.7642,55.4,14,2,11.1,clear sky
567,Bontang,ID,0.1333,117.5,81.7,82,100,4.74,moderate rain
568,Santo Tomas,PH,14.1079,121.1414,81.54,79,99,7.67,overcast clouds
569,Mecca,SA,21.4267,39.8261,70.92,65,75,5.19,broken clouds
570,Simoes,BR,-7.5989,-40.8178,78.33,56,95,4.79,overcast clouds
571,Xapuri,BR,-10.6517,-68.5044,74.68,98,100,2.44,light rain
572,Kampot,KH,10.6167,104.1833,87.85,55,89,8.95,overcast clouds
573,Kuryk,KZ,43.2,51.65,43.41,82,100,5.3,overcast clouds
574,Kanigiri,IN,15.4,79.5167,74.64,55,0,4.47,clear sky
575,Dombarovskiy,RU,50.7587,59.5386,22.39,96,90,8.52,overcast clouds
576,Kuusamo,FI,65.9667,29.1833,19.44,93,90,6.91,light snow
577,Pandan,PH,14.0453,124.1694,81.5,87,99,11.43,overcast clouds
578,Ola,RU,59.5833,151.2833,-8.28,86,26,9.33,scattered clouds
579,Bolbec,FR,49.5732,0.4734,41.86,93,85,10.47,overcast clouds
580,Baculin,PH,7.4525,126.5842,85.8,69,29,10.0,scattered clouds
581,Yatou,CN,37.15,122.3833,43.5,33,0,15.35,clear sky
582,Dudinka,RU,69.4058,86.1778,-41.87,100,70,0.85,broken clouds
583,Half Moon Bay,US,37.4636,-122.4286,47.98,90,1,0.0,clear sky
584,Sobolevo,RU,54.4299,31.8996,36.3,99,100,20.38,light rain
585,Straumen,NO,63.8709,11.2999,37.51,84,81,19.71,light rain
586,Surt,LY,31.2089,16.5887,57.99,50,94,29.35,overcast clouds
587,Lagoa,PT,39.05,-27.9833,60.76,80,97,26.71,overcast clouds
588,Abu Dhabi,AE,24.4667,54.3667,68.97,66,82,3.0,broken clouds
589,Rafai,CF,4.95,23.9167,70.03,76,97,1.25,overcast clouds
590,Corowa,AU,-36.0333,146.3833,65.57,95,100,14.36,overcast clouds
591,Shiloh,US,38.5614,-89.8973,33.39,89,1,5.75,mist
592,Ahipara,NZ,-35.1667,173.1667,67.1,62,7,8.84,clear sky
593,Palana,RU,59.1167,159.9667,4.3,87,100,2.62,light snow
594,Celestun,MX,20.8667,-90.4,76.82,77,33,7.81,scattered clouds
595,Bukachacha,RU,52.9833,116.9167,3.13,88,99,2.86,overcast clouds
596,Turbat,PK,26.0023,63.044,67.41,54,28,1.57,scattered clouds
597,Kjopsvik,NO,68.097,16.3742,39.16,95,100,7.72,light rain
598,Katherine,AU,-14.4667,132.2667,97.12,41,40,3.44,scattered clouds
599,Benghazi,LY,32.1167,20.0667,54.16,58,91,25.55,overcast clouds
600,Sabha,LY,27.0377,14.4283,45.97,67,0,5.46,clear sky
601,Labrea,BR,-7.2586,-64.7981,74.75,98,100,0.6,overcast clouds
602,Kuala Terengganu,MY,5.3302,103.1408,75.15,100,40,2.3,scattered clouds
603,Banyo,CM,6.75,11.8167,63.03,44,80,2.17,broken clouds
604,Ocos,GT,14.5094,-92.1933,80.01,79,42,7.74,scattered clouds
605,Vidim,RU,56.4088,103.1106,-5.62,90,100,7.83,overcast clouds
606,San Luis,AR,-33.295,-66.3356,77.4,42,10,12.17,clear sky
607,Nicoya,CR,10.1483,-85.452,74.75,87,27,4.18,scattered clouds
608,Landskrona,SE,55.8708,12.8302,42.06,87,30,18.61,scattered clouds
609,Buin,CL,-33.7333,-70.75,72.73,63,0,1.23,clear sky
610,Kolo,PL,52.2002,18.6387,42.89,85,100,19.35,overcast clouds
611,Bajil,YE,15.0584,43.2851,76.41,72,68,4.72,broken clouds
612,Maragogi,BR,-9.0122,-35.2225,77.27,80,64,7.72,broken clouds
613,Hualmay,PE,-11.0964,-77.6139,66.52,88,48,7.99,scattered clouds
614,Alyangula,AU,-13.8483,136.4192,94.87,46,40,10.36,scattered clouds
615,Schoningen,DE,52.138,10.9675,45.0,80,99,22.48,overcast clouds
616,Margate,GB,51.3813,1.3862,42.51,81,100,7.7,overcast clouds
617,Paredon,MX,16.0333,-93.8667,77.61,76,2,4.65,clear sky
618,Jiangyan,CN,32.5061,120.1428,51.3,24,15,8.52,few clouds
619,Bairiki,KI,1.3292,172.9752,84.2,74,75,13.8,light rain
620,De-Kastri,RU,51.4667,140.7833,-2.65,83,6,5.46,clear sky
621,Tura,IN,25.5198,90.2201,71.1,47,0,3.8,clear sky
622,Kununurra,AU,-15.7667,128.7333,102.18,37,20,6.91,few clouds
623,Walvis Bay,NA,-22.9575,14.5053,59.09,76,2,3.44,clear sky
624,Karibib,NA,-21.9333,15.8333,68.14,30,19,3.69,few clouds
625,Puri,IN,19.8,85.85,73.92,52,0,11.7,clear sky
626,Alliston,CA,44.1501,-79.8663,26.71,83,90,4.0,overcast clouds
627,Mostovskoy,RU,44.4122,40.7936,31.66,86,99,5.55,overcast clouds
628,Saint-Augustin,CA,51.226,-58.6502,12.6,66,25,22.44,scattered clouds
629,Sumedang,ID,-6.8592,107.9207,86.27,63,98,3.69,overcast clouds
630,Sechura,PE,-5.5569,-80.8222,69.48,77,100,12.33,overcast clouds
631,Concordia,AR,-31.393,-58.0209,71.78,73,0,5.99,clear sky
632,Rosamorada,MX,22.1222,-105.2058,67.05,87,87,2.15,overcast clouds
633,Verkhoturye,RU,58.8627,60.8054,10.98,94,100,7.9,light snow
634,Luanda,AO,-8.8368,13.2343,75.81,88,99,8.14,overcast clouds
635,Molteno,ZA,-31.3968,26.3625,57.29,73,100,11.7,overcast clouds
636,Genhe,CN,50.7833,121.5167,5.81,85,99,5.46,overcast clouds
637,Emerald,AU,-23.5333,148.1667,90.34,28,0,7.87,clear sky
638,Rameswaram,IN,9.2833,79.3,78.85,73,69,20.33,broken clouds
639,Egvekinot,RU,66.3167,-179.1667,1.51,96,100,13.87,snow
640,Tagusao,PH,9.1924,117.8141,85.87,66,100,3.06,overcast clouds
641,Zaysan,KZ,47.4667,84.8667,16.32,83,84,1.3,broken clouds
642,Antigonish,CA,45.6169,-61.9986,31.05,76,100,7.29,overcast clouds
643,Bagrami,AF,34.4938,69.2743,39.78,22,63,3.42,broken clouds
644,Grand-Santi,GF,4.25,-54.3833,71.78,100,52,2.44,broken clouds
645,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,64,75,6.91,broken clouds
646,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,23.02,scattered clouds
647,Candolim,IN,15.5181,73.7626,80.02,39,24,10.2,few clouds
648,Lewisporte,CA,49.2499,-55.0482,23.38,73,100,19.17,overcast clouds
649,Terrace,CA,54.5163,-128.6035,15.71,73,1,20.71,clear sky
650,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,64,75,6.91,broken clouds
651,Poletayevo,RU,55.0336,61.1138,21.02,97,100,4.9,light snow
652,Shetpe,KZ,44.1667,52.1167,39.87,82,100,1.48,overcast clouds
653,Tomohon,ID,1.3346,124.8392,72.54,77,79,3.56,broken clouds
654,Havelock,US,34.8791,-76.9013,66.97,92,1,5.99,clear sky
655,Tsiroanomandidy,MG,-18.7667,46.0333,75.81,67,21,0.49,few clouds
656,Volovo,UA,48.5246,23.5056,30.13,97,100,3.83,light snow
657,Mokhsogollokh,RU,61.4681,128.9203,-35.37,98,94,1.81,overcast clouds
658,Freeport,US,40.6576,-73.5832,49.03,82,90,1.01,mist
659,Mawlaik,MM,23.6333,94.4167,76.62,46,0,3.04,clear sky
660,Bay City,US,43.5945,-83.8889,30.76,87,90,5.01,overcast clouds
661,Vanavara,RU,60.34,102.2797,-31.43,92,18,3.76,few clouds
662,Markala,ML,13.7021,-6.0659,71.31,19,6,8.86,clear sky
663,Mogocha,RU,53.7333,119.7667,-2.96,84,100,2.3,overcast clouds
664,Kamachumu,TZ,-1.6186,31.62,64.11,89,93,5.61,light rain
665,Nisia Floresta,BR,-6.0911,-35.2086,79.61,83,19,6.8,few clouds
666,Mogadishu,SO,2.0371,45.3438,82.27,83,75,13.8,broken clouds
667,Kimbe,PG,-5.5502,150.1429,80.35,85,100,0.54,light rain
668,Dong Hoi,VN,17.4833,106.6,66.22,81,100,21.47,overcast clouds
669,Monte Escobedo,MX,22.3,-103.5833,51.06,45,96,0.67,overcast clouds
670,Ixtapa,MX,20.7,-105.2,73.22,88,90,0.0,overcast clouds
671,Nha Trang,VN,12.25,109.1833,75.2,77,100,11.72,overcast clouds
672,Yarovoye,RU,52.9273,78.58,22.37,95,100,9.01,overcast clouds
673,Vavuniya,LK,8.7514,80.4971,81.77,62,99,6.87,overcast clouds
674,Brigham City,US,41.5102,-112.0155,23.23,80,40,1.01,scattered clouds
675,Cukai,MY,4.25,103.4167,77.14,93,100,5.3,overcast clouds
676,Dandong,CN,40.1292,124.3947,34.03,37,4,5.14,clear sky
677,La Palma,US,33.8464,-118.0467,60.84,76,1,0.0,clear sky
678,Kaeo,NZ,-35.1,173.7833,74.32,65,0,7.7,clear sky
679,Hidalgotitlan,MX,17.7833,-94.6333,72.3,95,0,2.73,clear sky
680,El Vigia,VE,8.6219,-71.6506,75.0,91,89,1.57,overcast clouds
681,Pundaguitan,PH,6.3711,126.1689,83.3,76,31,10.09,scattered clouds
682,Port Lincoln,AU,-34.7333,135.8667,64.51,46,100,20.54,overcast clouds
683,Sosva,RU,59.1766,61.8558,12.63,95,100,7.09,light snow
684,Port Hueneme,US,34.1478,-119.1951,59.54,47,1,8.05,clear sky
685,Sena Madureira,BR,-9.0656,-68.6569,73.94,99,100,2.42,moderate rain
686,Ossora,RU,59.2353,163.0719,-8.46,86,1,6.78,clear sky
687,Terra Santa,BR,-2.1042,-56.4869,74.95,94,100,1.48,overcast clouds
688,Karasjok,NO,69.4719,25.5112,24.91,90,99,12.8,overcast clouds
689,Chase,CA,50.8165,-119.6857,26.13,96,99,2.35,light snow
